#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-01-29T18:43:52 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5c509eb057ec	
#INFO	-out.max=unlimited	
#INFO	queryParameters=14	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:V/50&tab:{V/50/catalog}&key:source=V/50/catalog&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/50/catalog
#-order=I
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=B-V
#

#RESOURCE=yCat_5050
#Name: V/50
#Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	V_50_catalog:
#Name: V/50/catalog
#Title: The main part of the Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	RAJ2000	(A10)	?Hours RA, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	?Sign Dec, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? B-V color in the UBV system	[ucd=phot.color;em.opt.B;em.opt.V]
_RAJ2000|_DEJ2000|RAJ2000|DEJ2000|Vmag|B-V
183.945833|-23.353611|12 15 47.0|-23 21 13| 6.54| 0.45
183.951667|-17.541944|12 15 48.4|-17 32 31| 2.59|-0.11
184.000833|+14.898889|12 16 00.2|+14 53 56| 5.10| 0.06
184.097917|-72.614722|12 16 23.5|-72 36 53| 6.22|-0.01
183.922500|+72.550833|12 15 41.4|+72 33 03| 6.29| 1.14
184.031667|+40.660278|12 16 07.6|+40 39 37| 5.66| 1.55
184.085417|+23.945278|12 16 20.5|+23 56 43| 4.95| 0.97
184.125417|+33.061389|12 16 30.1|+33 03 41| 5.00| 1.14
184.275000|-65.692778|12 17 06.0|-65 41 34| 6.06| 0.03
184.263750|-16.693611|12 17 03.3|-16 41 37| 6.05| 0.10
184.392083|-67.960833|12 17 34.1|-67 57 39| 4.11| 1.58
184.372917|+53.191111|12 17 29.5|+53 11 28| 5.81| 1.30
184.377083|+28.937222|12 17 30.5|+28 56 14| 5.70| 0.16
184.586250|-79.312222|12 18 20.7|-79 18 44| 4.26|-0.12
184.447083|-36.093889|12 17 47.3|-36 05 38| 6.15| 0.01
184.434583|+15.144167|12 17 44.3|+15 08 39| 6.34| 1.37
184.537917| -3.954444|12 18 09.1|-03 57 16| 6.99| 0.36
184.540000| -3.948611|12 18 09.6|-03 56 55| 6.54| 0.33
184.608750|-64.003056|12 18 26.1|-64 00 11| 4.04|-0.17
184.631667|+30.249167|12 18 31.6|+30 14 57| 6.23| 0.30
184.667917| -0.787222|12 18 40.3|-00 47 14| 5.90| 0.17
184.748750|-55.143056|12 18 59.7|-55 08 35| 5.00| 1.59
184.214167|+86.436111|12 16 51.4|+86 26 10| 6.33| 0.43
184.758750|+26.007778|12 19 02.1|+26 00 28| 6.48| 0.18
184.829583|+23.034722|12 19 19.1|+23 02 05| 6.27| 0.17
183.834583|+87.700000|12 15 20.3|+87 42 00| 6.28| 0.35
184.707917|+75.160556|12 18 49.9|+75 09 38| 5.38|-0.02
184.873333|+28.156944|12 19 29.6|+28 09 25| 6.33| 0.50
184.976667| -0.666944|12 19 54.4|-00 40 01| 3.89| 0.02
184.952917|+48.984167|12 19 48.7|+48 59 03| 5.29| 1.66
185.044583|-22.175556|12 20 10.7|-22 10 32| 5.97| 0.82
185.116667|-65.842778|12 20 28.0|-65 50 34| 6.21|-0.04
185.082083|+26.619444|12 20 19.7|+26 37 10| 5.54| 1.09
185.073750|+26.001944|12 20 17.7|+26 00 07| 6.15| 0.30
185.087500| +3.312500|12 20 21.0|+03 18 45| 4.96| 1.16
185.140417|-22.215833|12 20 33.7|-22 12 57| 5.21|-0.10
185.179167|+17.792778|12 20 43.0|+17 47 34| 4.74| 1.01
185.172083|+27.054722|12 20 41.3|+27 03 17| 7.13| 0.36
185.232083|-13.565556|12 20 55.7|-13 33 56| 5.14| 1.05
185.340000|-60.401111|12 21 21.6|-60 24 04| 3.59| 1.42
185.211667|+57.863889|12 20 50.8|+57 51 50| 5.55| 1.43
185.489583|-56.374722|12 21 57.5|-56 22 29| 5.92| 1.57
185.530417|-67.521944|12 22 07.3|-67 31 19| 5.15| 0.19
185.549583|-68.307500|12 22 11.9|-68 18 27| 5.74| 1.04
185.545000|+24.773889|12 22 10.8|+24 46 26| 6.19|-0.01
185.705417|-57.676111|12 22 49.3|-57 40 34| 5.39|-0.10
185.626250|+25.846111|12 22 30.3|+25 50 46| 4.81| 0.49
185.633333| +5.305556|12 22 32.0|+05 18 20| 6.40| 0.60
186.406250|-86.150556|12 25 37.5|-86 09 02| 6.33| 1.08
185.807500|-67.631667|12 23 13.8|-67 37 54| 6.36| 0.89
185.840000|-24.840556|12 23 21.6|-24 50 26| 5.68| 1.16
185.897500|-35.412778|12 23 35.4|-35 24 46| 5.32|-0.08
185.903750|-39.303056|12 23 36.9|-39 18 11| 6.40| 0.29
185.937083|-38.911111|12 23 44.9|-38 54 40| 5.79|-0.08
185.945833|+42.542778|12 23 47.0|+42 32 34| 6.06| 0.33
186.006250|+51.562222|12 24 01.5|+51 33 44| 4.80| 0.87
186.077083|+26.098611|12 24 18.5|+26 05 55| 5.18| 0.08
186.186250|-41.384167|12 24 44.7|-41 23 03| 6.25| 1.18
186.111250|+25.582778|12 24 26.7|+25 34 58| 6.42| 0.27
186.322083|-65.770556|12 25 17.3|-65 46 14| 6.30| 0.96
186.285417|-42.514444|12 25 08.5|-42 30 52| 6.11| 0.65
186.298750|-11.610278|12 25 11.7|-11 36 37| 5.95| 0.03
186.326667|-27.749167|12 25 18.4|-27 44 57| 6.09| 1.27
186.340833|-35.186389|12 25 21.8|-35 11 11| 5.73|-0.06
186.312917|+23.926111|12 25 15.1|+23 55 34| 6.03| 1.10
186.263333|+56.777500|12 25 03.2|+56 46 39| 5.81| 1.62
186.276667|+63.802778|12 25 06.4|+63 48 10| 6.32| 0.91
186.462083|+39.018611|12 25 50.9|+39 01 07| 5.02| 0.96
186.628750|-63.122500|12 26 30.9|-63 07 21| 4.86|-0.12
186.649583|-63.099167|12 26 35.9|-63 05 57| 1.33|-0.24
186.652083|-63.099444|12 26 36.5|-63 05 58| 1.73|-0.26
186.631667|-51.450833|12 26 31.6|-51 27 03| 4.82|-0.14
186.600417|+27.268333|12 26 24.1|+27 16 06| 4.95| 0.27
186.700833|-48.913333|12 26 48.2|-48 54 48| 6.26| 0.68
186.715417|-32.830000|12 26 51.7|-32 49 48| 5.55| 0.01
186.852500|-63.789167|12 27 24.6|-63 47 21| 6.00| 0.07
186.734583|+28.268333|12 26 56.3|+28 16 06| 4.36| 1.13
186.747083|+26.825556|12 26 59.3|+26 49 32| 5.00| 0.08
186.869583|-58.991944|12 27 28.7|-58 59 31| 5.50| 1.45
186.600833|+71.929722|12 26 24.2|+71 55 47| 6.24| 1.06
186.925417| +8.610278|12 27 42.1|+08 36 37| 6.37| 0.93
186.955833|-16.631944|12 27 49.4|-16 37 55| 6.35| 0.84
187.010000|-50.230556|12 28 02.4|-50 13 50| 3.91|-0.19
187.078750|-64.341389|12 28 18.9|-64 20 29| 6.04| 0.02
186.896250|+55.712778|12 27 35.1|+55 42 46| 5.70| 1.55
186.965000| -4.615278|12 27 51.6|-04 36 55| 6.22| 0.44
187.106250|-61.795278|12 28 25.5|-61 47 43| 6.22| 1.26
187.093750|-39.041389|12 28 22.5|-39 02 29| 5.44|-0.08
187.139167|-56.407778|12 28 33.4|-56 24 28| 6.15| 0.92
187.158750|+26.226667|12 28 38.1|+26 13 36| 6.54| 0.17
187.185833|+25.899167|12 28 44.6|+25 53 57| 6.65| 0.22
187.227917|+25.912778|12 28 54.7|+25 54 46| 5.29|-0.05
187.362083|+24.108889|12 29 26.9|+24 06 32| 5.48| 0.43
187.474583|-56.524722|12 29 53.9|-56 31 29| 5.80| 1.56
187.491250|-41.736111|12 29 57.9|-41 44 10| 6.02| 1.52
187.430000|+20.896111|12 29 43.2|+20 53 46| 5.69| 0.07
187.466250|-16.515556|12 29 51.9|-16 30 56| 2.95|-0.05
187.520000|-13.393056|12 30 04.8|-13 23 35| 6.35| 0.56
187.572917|-23.696667|12 30 17.5|-23 41 48| 5.63| 1.67
187.488750|+58.405833|12 29 57.3|+58 24 21| 5.35| 0.20
187.512083|+51.535556|12 30 02.9|+51 32 08| 6.21| 0.51
187.517917|+58.767500|12 30 04.3|+58 46 03| 6.08| 0.98
187.791250|-57.113333|12 31 09.9|-57 06 48| 1.63| 1.59
187.819583|-57.081111|12 31 16.7|-57 04 52| 6.42| 0.16
187.527917|+69.201111|12 30 06.7|+69 12 04| 4.95| 1.62
187.752500|+24.567222|12 31 00.6|+24 34 02| 5.46| 0.05
187.708750|+53.076667|12 30 50.1|+53 04 36| 6.21| 0.54
187.917917|-59.423889|12 31 40.3|-59 25 26| 5.48| 0.63
188.041667|-73.001667|12 32 10.0|-73 00 06| 5.88| 1.11
187.839167| +7.604167|12 31 21.4|+07 36 15| 6.05| 1.52
187.982500|-63.506111|12 31 55.8|-63 30 22| 5.95| 0.27
187.911250| -5.052500|12 31 38.7|-05 03 09| 6.19| 1.04
188.116667|-72.133056|12 32 28.0|-72 07 59| 3.87|-0.15
188.018750|-32.533611|12 32 04.5|-32 32 01| 6.46| 0.20
188.017500|-16.196111|12 32 04.2|-16 11 46| 4.31| 0.38
188.150000|-13.859167|12 32 36.0|-13 51 33| 5.74| 0.40
188.262083|+10.295556|12 33 02.9|+10 17 44| 6.26| 0.95
188.343333|-19.791944|12 33 22.4|-19 47 31| 6.26| 0.29
188.392917|-12.830278|12 33 34.3|-12 49 49| 5.58| 0.86
188.392500|+24.283056|12 33 34.2|+24 16 59| 6.29| 0.11
188.445000| -9.451944|12 33 46.8|-09 27 07| 5.48|-0.03
188.496667|-49.909444|12 33 59.2|-49 54 34| 6.38| 0.46
188.412083|+33.247500|12 33 38.9|+33 14 51| 5.42| 1.00
188.447500|+33.384722|12 33 47.4|+33 23 05| 6.24| 1.05
188.435417|+41.357500|12 33 44.5|+41 21 27| 4.26| 0.59
188.596667|-23.396667|12 34 23.2|-23 23 48| 2.65| 0.89
188.370833|+69.788333|12 33 29.0|+69 47 18| 3.87|-0.13
188.676250|-44.673333|12 34 42.3|-44 40 24| 5.77| 0.70
188.712917|+22.629167|12 34 51.1|+22 37 45| 4.81| 0.00
188.870833|-61.841944|12 35 29.0|-61 50 31| 6.22| 0.73
188.776250|+18.377222|12 35 06.3|+18 22 38| 6.56| 0.25
188.782500|+18.376944|12 35 07.8|+18 22 37| 5.02| 1.15
188.783750|+21.881389|12 35 08.1|+21 52 53| 5.85| 1.22
188.939583|-41.021944|12 35 45.5|-41 01 19| 5.13| 0.22
188.683333|+70.021944|12 34 44.0|+70 01 19| 4.94| 1.31
189.005000|-39.870000|12 36 01.2|-39 52 12| 5.80| 0.01
188.994167|-20.527222|12 35 58.6|-20 31 38| 6.20| 0.33
189.295833|-69.135556|12 37 11.0|-69 08 08| 2.69|-0.20
189.197500| -5.831944|12 36 47.4|-05 49 55| 5.87| 0.07
189.097083|+59.486944|12 36 23.3|+59 29 13| 5.50|
189.242917|+17.089444|12 36 58.3|+17 05 22| 5.68| 1.41
189.425833|-48.541111|12 37 42.2|-48 32 28| 3.86| 0.05
189.425833|-27.138889|12 37 42.2|-27 08 20| 5.45| 0.32
189.810417|-75.369444|12 39 14.5|-75 22 10| 6.49| 0.08
189.518333| +3.282500|12 38 04.4|+03 16 57| 6.33| 0.01
189.718750|-67.193056|12 38 52.5|-67 11 35| 6.25| 0.06
189.593333| +1.854722|12 38 22.4|+01 51 17| 5.71| 1.60
189.625000| +6.988333|12 38 30.0|+06 59 18| 7.08| 1.44
189.685833|-18.250278|12 38 44.6|-18 15 01| 6.00| 0.29
189.764583|-30.422222|12 39 03.5|-30 25 20| 5.89| 1.21
189.692917|+40.874444|12 38 46.3|+40 52 28| 6.37| 0.18
189.758750|+22.659444|12 39 02.1|+22 39 34| 6.38| 1.10
189.811667| -7.995556|12 39 14.8|-07 59 44| 4.66| 1.23
189.981667|-66.511667|12 39 55.6|-66 30 42| 6.26|-0.05
189.780417|+21.062500|12 39 07.3|+21 03 45| 5.46| 0.96
189.820417|+35.951944|12 39 16.9|+35 57 07| 6.45| 0.06
189.968750|-39.987500|12 39 52.5|-39 59 15| 4.64|-0.08
190.345833|-46.145556|12 41 23.0|-46 08 44| 5.84| 1.52
190.379167|-48.959722|12 41 31.0|-48 57 35| 2.17|-0.01
190.521250|-69.407500|12 42 05.1|-69 24 27| 6.33| 0.78
190.316667|-13.013611|12 41 16.0|-13 00 49| 6.08|
190.317500|-13.015000|12 41 16.2|-13 00 54| 5.98| 0.42
190.485833|-59.685833|12 41 56.6|-59 41 09| 4.93|-0.04
190.393333|+10.426389|12 41 34.4|+10 25 35| 6.19| 0.19
190.415000| -1.449444|12 41 39.6|-01 26 58| 3.65| 0.36
190.415000| -1.449444|12 41 39.6|-01 26 58| 3.68|
190.455000|-19.758611|12 41 49.2|-19 45 31| 6.03| 0.39
190.471250|+10.235556|12 41 53.1|+10 14 08| 4.88| 0.09
190.487917| +6.806667|12 41 57.1|+06 48 24| 5.59| 0.00
190.709583|-63.058611|12 42 50.3|-63 03 31| 5.31| 0.27
190.647500|-48.813056|12 42 35.4|-48 48 47| 4.66| 1.09
190.706667|-55.947222|12 42 49.6|-55 56 50| 6.08|-0.03
190.391250|+62.713056|12 41 33.9|+62 42 47| 6.07| 0.01
190.787917|-56.176111|12 43 09.1|-56 10 34| 6.00|-0.08
190.867500|-58.903056|12 43 28.2|-58 54 11| 6.40| 1.09
190.859583|-40.177778|12 43 26.3|-40 10 40| 6.44| 0.25
190.908750| -1.576944|12 43 38.1|-01 34 37| 5.93| 0.86
190.994583|-36.349167|12 43 58.7|-36 20 57| 6.39|-0.06
191.002083|-28.323889|12 44 00.5|-28 19 26| 5.48| 1.34
190.767500|+61.155556|12 43 04.2|+61 09 20| 6.38| 1.26
191.257083|-68.831111|12 45 01.7|-68 49 52| 6.16| 0.69
191.407917|-60.981111|12 45 37.9|-60 58 52| 4.69| 1.05
191.112917|+44.103056|12 44 27.1|+44 06 11| 6.33| 0.43
191.570417|-68.108056|12 46 16.9|-68 06 29| 3.05|-0.18
191.247917|+39.278889|12 44 59.5|+39 16 44| 5.95| 0.55
191.282500|+45.440278|12 45 07.8|+45 26 25| 4.99| 2.54
191.404583| +7.673333|12 45 37.1|+07 40 24| 5.22| 0.33
191.594583|-56.488889|12 46 22.7|-56 29 20| 4.65|-0.16
191.593750| +9.540000|12 46 22.5|+09 32 24| 5.67| 0.99
191.691667|-33.315556|12 46 46.0|-33 18 56| 5.86| 1.34
191.661250|+16.577500|12 46 38.7|+16 34 39| 5.12| 1.35
191.108333|+80.621111|12 44 26.0|+80 37 16| 6.40| 0.12
191.930000|-59.688611|12 47 43.2|-59 41 19| 1.25|-0.23
191.759583| +5.950833|12 47 02.3|+05 57 03| 6.34|-0.05
191.806667|+11.958056|12 47 13.6|+11 57 29| 6.07| 0.12
191.889167| -6.301944|12 47 33.4|-06 18 07| 6.26| 0.55
191.973750|-24.851667|12 47 53.7|-24 51 06| 6.44|-0.06
191.964167| +3.572778|12 47 51.4|+03 34 22| 6.41| 1.60
191.828750|+62.780833|12 47 18.9|+62 46 51| 5.89|
192.110000|-27.597500|12 48 26.4|-27 35 51| 5.66| 0.95
192.059583|+13.553056|12 48 14.3|+13 33 11| 6.56| 0.01
192.437083|-71.986389|12 49 44.9|-71 59 11| 5.55| 1.17
191.893333|+66.790278|12 47 34.4|+66 47 25| 5.43| 1.56
192.195833|+24.840278|12 48 47.0|+24 50 25| 6.31| 0.70
192.225833|+14.122500|12 48 54.2|+14 07 21| 5.70| 0.02
192.174167|+48.466944|12 48 41.8|+48 28 01| 6.27| 0.18
192.164167|+60.320000|12 48 39.4|+60 19 12| 5.85| 0.46
192.550000|-60.400833|12 50 12.0|-60 24 03| 6.75| 0.35
192.322500|+27.552222|12 49 17.4|+27 33 08| 5.78| 0.03
193.744167|-85.123333|12 54 58.6|-85 07 24| 5.46| 1.02
192.581667|-48.459722|12 50 19.6|-48 27 35| 6.24| 0.05
192.741250|-52.787500|12 50 57.9|-52 47 15| 5.73| 0.13
192.572500|+22.863333|12 50 17.4|+22 51 48| 6.43| 1.00
192.671667|-33.999444|12 50 41.2|-33 59 58| 4.91|-0.04
192.544583|+37.516944|12 50 10.7|+37 31 01| 5.89| 0.15
192.824167|-60.329722|12 51 17.8|-60 19 47| 5.72| 0.38
192.845417|-10.338333|12 51 22.9|-10 20 18| 6.41| 1.02
192.903750| +3.056667|12 51 36.9|+03 03 24| 6.02| 1.29
192.986667|-39.680833|12 51 56.8|-39 40 51| 5.98|-0.10
193.022083|-48.094167|12 52 05.3|-48 05 39| 6.33| 0.03
192.991250|-26.738056|12 51 57.9|-26 44 17| 6.15| 0.23
193.102500|-53.829444|12 52 24.6|-53 49 46| 6.24| 1.13
192.924583|+27.540556|12 51 41.9|+27 32 26| 4.94| 0.67
193.051250|+17.073889|12 52 12.3|+17 04 26| 6.32| 1.59
193.266250|-54.952500|12 53 03.9|-54 57 09| 5.93| 1.31
193.115000|+16.122500|12 52 27.6|+16 07 21| 6.30| 0.16
193.340833|-60.328611|12 53 21.8|-60 19 43| 5.76| 0.33
193.278750|-48.943333|12 53 06.9|-48 56 36| 4.33| 1.37
193.359167|-40.178889|12 53 26.2|-40 10 44| 4.27| 0.21
193.454583|-60.376944|12 53 49.1|-60 22 37| 5.90| 0.20
193.296667| -3.553056|12 53 11.2|-03 33 11| 6.11| 0.50
192.277500|+83.418056|12 49 06.6|+83 25 05| 5.85|-0.06
192.306667|+83.412778|12 49 13.6|+83 24 46| 5.28|-0.03
193.324167|+21.245000|12 53 17.8|+21 14 42| 4.90| 0.90
193.591667|-58.430556|12 54 22.0|-58 25 50| 6.58| 0.76
193.408750| -4.223889|12 53 38.1|-04 13 26| 6.44| 1.10
193.663333|-59.146667|12 54 39.2|-59 08 48| 4.62|-0.15
193.648333|-57.177778|12 54 35.6|-57 10 40| 4.03|-0.17
193.653333|-57.168333|12 54 36.8|-57 10 06| 5.17|-0.12
193.457083|+12.418611|12 53 49.7|+12 25 07| 6.25| 0.27
193.577917|-11.648611|12 54 18.7|-11 38 55| 6.00| 0.08
193.588333| -9.538889|12 54 21.2|-09 32 20| 4.79| 1.60
193.743750|-44.151944|12 54 58.5|-44 09 07| 5.89| 0.64
193.554583|+33.534444|12 54 13.1|+33 32 04| 6.26| 0.20
193.507083|+55.959722|12 54 01.7|+55 57 35| 1.77|-0.02
193.830833|-42.915833|12 55 19.4|-42 54 57| 5.47| 1.68
194.131250|-72.185278|12 56 31.5|-72 11 07| 5.93| 1.13
193.987500|-56.836111|12 55 57.0|-56 50 10| 5.32| 0.01
193.735417|+47.196667|12 54 56.5|+47 11 48| 5.84| 1.55
193.900833| +3.397500|12 55 36.2|+03 23 51| 3.38| 1.58
193.972083|-15.326944|12 55 53.3|-15 19 37| 6.17| 0.00
194.125417|-26.460278|12 56 30.1|-26 27 37| 6.62| 0.68
194.268333|-51.198611|12 57 04.4|-51 11 55| 5.16|-0.06
194.001667|+38.314722|12 56 00.4|+38 18 53| 5.60| 0.34
194.007083|+38.318333|12 56 01.7|+38 19 06| 2.90|-0.12
193.868750|+65.438611|12 55 28.5|+65 26 19| 5.24| 0.28
194.073333|+54.099444|12 56 17.6|+54 05 58| 5.82| 0.19
194.388333|-22.753889|12 57 33.2|-22 45 14| 6.31| 1.07
194.282083|+46.176944|12 57 07.7|+46 10 37| 6.12| 1.01
194.730833|+17.409444|12 58 55.4|+17 24 34| 4.78| 1.56
194.914583| -3.811944|12 59 39.5|-03 48 43| 5.79| 0.18
195.135833|-33.505278|13 00 32.6|-33 30 19| 6.02| 0.38
195.567500|-71.548889|13 02 16.2|-71 32 56| 3.62| 1.18
195.068750|+30.785000|13 00 16.5|+30 47 06| 4.90| 1.17
195.149583| -3.368611|13 00 35.9|-03 22 07| 5.99| 1.12
195.161667|+18.373056|13 00 38.8|+18 22 23| 6.20| 0.42
194.697083|+75.472500|12 58 47.3|+75 28 21| 6.01| 0.99
194.979583|+66.597222|12 59 55.1|+66 35 50| 5.32| 1.29
195.290000|+17.123056|13 01 09.6|+17 07 23| 5.96| 0.96
195.771667|-71.476111|13 03 05.2|-71 28 34| 6.03| 0.05
195.182500|+56.366389|13 00 43.8|+56 21 59| 4.93| 0.36
195.544167|+10.959167|13 02 10.6|+10 57 33| 2.83| 0.94
195.888333|-49.527222|13 03 33.2|-49 31 38| 4.85| 0.02
195.445000|+63.610278|13 01 46.8|+63 36 37| 6.00| 0.41
195.942083|-20.583056|13 03 46.1|-20 34 59| 5.58| 0.56
195.668333|+59.716111|13 02 40.4|+59 42 58| 6.53| 0.05
195.976667| -3.663333|13 03 54.4|-03 39 48| 6.59| 0.29
196.200417|-41.196667|13 04 48.1|-41 11 48| 6.26| 1.68
196.378333|-52.115000|13 05 30.8|-52 06 54| 6.43| 1.70
196.569583|-48.463611|13 06 16.7|-48 27 49| 4.71|-0.14
196.646250|-41.588611|13 06 35.1|-41 35 19| 5.59| 1.05
196.727500|-49.906111|13 06 54.6|-49 54 22| 4.27|-0.19
196.435417|+35.798889|13 05 44.5|+35 47 56| 5.25|-0.08
196.850833|-59.860556|13 07 24.2|-59 51 38| 5.99| 0.48
196.467917|+45.268611|13 05 52.3|+45 16 07| 5.63| 1.13
196.588333|+21.153333|13 06 21.2|+21 09 12| 5.99| 0.39
196.726250|-35.861944|13 06 54.3|-35 51 43| 6.54|-0.02
196.542500|+29.029444|13 06 10.2|+29 01 46| 6.54| 0.05
196.594167|+22.616111|13 06 22.6|+22 36 58| 5.60| 1.59
196.207083|+73.025278|13 04 49.7|+73 01 31| 6.31|
196.909583|-53.459722|13 07 38.3|-53 27 35| 5.71|-0.07
197.029167|-65.306389|13 08 07.0|-65 18 23| 5.51|-0.02
196.594583|+62.041944|13 06 22.7|+62 02 31| 6.14| 0.99
196.794583|+27.624722|13 07 10.7|+27 37 29| 4.80| 1.48
196.974167|-10.740278|13 07 53.8|-10 44 25| 5.19| 1.14
196.973333|+27.555833|13 07 53.6|+27 33 21| 6.19| 1.36
197.135417| -8.984444|13 08 32.5|-08 59 04| 5.55| 1.18
197.263750|-23.118056|13 09 03.3|-23 07 05| 4.95| 1.05
197.310000| -9.538333|13 09 14.4|-09 32 18| 6.32| 1.02
197.301667|+10.022222|13 09 12.4|+10 01 20| 5.78| 1.00
197.438750|-10.329444|13 09 45.3|-10 19 46| 5.94| 1.49
197.449167|+16.848611|13 09 47.8|+16 50 55| 5.91| 1.45
197.487500| -5.538889|13 09 57.0|-05 32 20| 4.38|-0.01
197.411250|+37.423056|13 09 38.7|+37 25 23| 6.02| 1.15
197.743333|-52.566944|13 10 58.4|-52 34 01| 6.06|-0.09
197.965000|-69.941944|13 11 51.6|-69 56 31| 5.91| 0.42
197.425000|+38.533889|13 09 42.0|+38 32 02| 6.28|-0.12
197.497083|+17.529444|13 09 59.3|+17 31 46| 5.22| 0.45
197.497083|+17.529444|13 09 59.3|+17 31 46| 5.22|
197.786667|-42.233056|13 11 08.8|-42 13 59| 5.79| 0.52
197.513333|+38.498889|13 10 03.2|+38 29 56| 5.91| 0.29
197.971250|-63.302778|13 11 53.1|-63 18 10| 6.33| 0.44
197.846667|-43.368889|13 11 23.2|-43 22 08| 5.25| 1.05
197.459167|+62.229167|13 09 50.2|+62 13 45| 6.54|-0.02
198.072500|-59.920833|13 12 17.4|-59 55 15| 4.60|-0.08
198.571667|-78.447222|13 14 17.2|-78 26 50| 5.85| 1.07
198.203750|-66.226944|13 12 48.9|-66 13 37| 5.90| 0.06
197.913333|-26.551667|13 11 39.2|-26 33 06| 6.50| 0.19
198.013333|-37.803056|13 12 03.2|-37 48 11| 4.85| 0.70
198.233333|-59.816667|13 12 56.0|-59 49 00| 6.16| 0.60
198.014583|-16.198611|13 12 03.5|-16 11 55| 5.04| 0.46
198.212083|-42.699722|13 12 50.9|-42 41 59| 6.22| 1.06
197.968333|+27.878056|13 11 52.4|+27 52 41| 4.26| 0.57
198.035000|+24.258056|13 12 08.4|+24 15 29| 6.33| 0.98
198.347917|-50.700000|13 13 23.5|-50 42 00| 5.89|-0.02
198.137083|+11.556111|13 12 32.9|+11 33 22| 5.77| 1.51
198.149583|+18.751667|13 12 35.9|+18 45 06| 6.53| 0.88
198.550417|-58.683889|13 14 12.1|-58 41 02| 5.89| 1.08
198.561667|-59.103333|13 14 14.8|-59 06 12| 4.92| 0.48
198.361667|-18.826667|13 13 26.8|-18 49 36| 6.28| 0.09
198.489583|-43.138889|13 13 57.5|-43 08 20| 6.16| 1.38
198.301667|+18.726944|13 13 12.4|+18 43 37| 6.11| 1.20
198.812083|-67.894444|13 15 14.9|-67 53 40| 4.80|-0.08
198.857083|-69.679722|13 15 25.7|-69 40 47| 6.37| 1.21
198.545417|-19.930833|13 14 10.9|-19 55 51| 5.33| 0.87
198.679583|-48.956667|13 14 43.1|-48 57 24| 5.89| 1.06
198.429167|+40.152778|13 13 43.0|+40 09 10| 4.92| 1.06
198.630417|+11.331667|13 14 31.3|+11 19 54| 5.67| 1.50
198.790417|-36.371111|13 15 09.7|-36 22 16| 6.19| 0.97
199.186667|-65.138333|13 16 44.8|-65 08 18| 6.07| 0.44
198.995000|-19.943056|13 15 58.8|-19 56 35| 5.22| 1.03
199.304167|-66.783611|13 17 13.0|-66 47 01| 4.87| 1.50
198.383333|+72.798889|13 13 32.0|+72 47 56| 6.59| 0.08
198.883333|+40.855278|13 15 32.0|+40 51 19| 5.79| 0.19
199.106250| -1.390556|13 16 25.5|-01 23 26| 6.68| 0.31
199.221250|-31.506111|13 16 53.1|-31 30 22| 5.10| 0.96
199.059583|+19.051667|13 16 14.3|+19 03 06| 6.45| 0.98
199.307917|-43.979444|13 17 13.9|-43 58 46| 5.84| 0.20
198.105833|+80.471389|13 12 25.4|+80 28 17| 6.25| 0.94
199.134583|+19.785278|13 16 32.3|+19 47 07| 6.45| 0.25
199.193750| +9.424167|13 16 46.5|+09 25 27| 5.22| 0.59
199.828750|-72.035556|13 19 18.9|-72 02 08| 6.04| 1.35
199.315000|+13.675556|13 17 15.6|+13 40 32| 5.33| 1.31
199.374583| -0.676667|13 17 29.9|-00 40 36| 6.37| 0.26
199.401250| +5.469722|13 17 36.3|+05 28 11| 4.80| 1.67
199.644167|-51.286111|13 18 34.6|-51 17 10| 6.19| 0.01
199.385417|+40.572500|13 17 32.5|+40 34 21| 4.73| 0.30
199.119167|+68.408056|13 16 28.6|+68 24 29| 6.20|-0.06
199.601250|-18.311389|13 18 24.3|-18 18 41| 4.74| 0.71
199.730417|-23.171667|13 18 55.3|-23 10 18| 3.00| 0.92
199.712917| +3.687778|13 18 51.1|+03 41 16| 6.62| 0.06
199.615833|+34.098056|13 18 27.8|+34 05 53| 5.82| 1.35
199.560417|+49.681944|13 18 14.5|+49 40 55| 5.15|-0.07
